Date,Symbol,Open,High,Low,Close,Volume,AdjustedClose,Returns,RollingAverage,RollingStd,ZscoreStatic,ZscoreRolling,PositionsStatic,PNLstatic,CumPNLstatic,RealPNLstatic,CumRealPNLstatic,PositionsStaticHold,PNLstaticHold,CumPNLstaticHold,RealPNLstaticHold,CumRealPNLstaticHold,PositionsRoll,PNLroll,CumPNLroll,RealPNLroll,CumRealPNLroll,PositionsRollHold,PNLrollHold,CumPNLrollHold,RealPNLrollHold,CumRealPNLrollHold
9/10/2004 12:00:00 AM,GOOG,101.6,106.56,101.3,105.33,4353800,105.33,0.0295181311699736,,,-2.57960847373928,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
9/13/2004 12:00:00 AM,GOOG,106.63,108.41,106.46,107.5,3926000,107.5,0.0206019177822083,,,-2.56420689754281,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
9/14/2004 12:00:00 AM,GOOG,107.45,112,106.79,111.49,5419900,111.49,0.0371162790697674,,,-2.53588787034285,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
9/15/2004 12:00:00 AM,GOOG,110.56,114.23,110.2,112,5361900,112,0.0045744012915957,,,-2.53226814506165,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
9/16/2004 12:00:00 AM,GOOG,112.34,115.8,111.65,113.97,4637800,113.97,0.0175892857142857,,4.23598428877361,-2.51828606897546,2.05135321748697,0,0,0,0,0,0,0,0,0,0,1,0.0175892857142857,0.0175892857142857,,,1,0.0175892857142857,0.0175892857142857,,
9/17/2004 12:00:00 AM,GOOG,114.42,117.49,113.55,117.49,4741000,117.49,0.0308853206984294,,4.87142538310481,-2.49330286703464,2.33032410582973,0,0,0,0,0,0,0,0,0,0,1,0.0308853206984294,0.0484746064127151,0.0308853206984294,0.0308853206984294,1,0.0308853206984294,0.0484746064127151,0.0307853206984294,0.0307853206984294
9/20/2004 12:00:00 AM,GOOG,116.95,121.6,116.77,119.36,5319700,119.36,0.0159162481913355,,5.68878626866279,-2.48003054100358,2.22710072090265,0,0,0,0,0,0,0,0,0,0,1,0.0159162481913355,0.0643908546040506,0.0159162481913355,0.0468015688897648,1,0.0159162481913355,0.0643908546040506,0.0158162481913355,0.0466015688897649
9/21/2004 12:00:00 AM,GOOG,119.81,120.42,117.51,117.84,3618000,117.84,-0.0127345844504021,,6.19121523229742,-2.49081874184166,1.73269699041286,0,0,0,0,0,0,0,0,0,0,1,-0.0127345844504021,0.0516562701536484,-0.0127345844504021,0.0340669844393627,1,-0.0127345844504021,0.0516562701536484,-0.0128345844504021,0.0337669844393627
9/22/2004 12:00:00 AM,GOOG,117.4,119.67,116.81,118.38,3794400,118.38,0.00458248472505085,,6.65342618505683,-2.48698609154392,1.59196175104324,0,0,0,0,0,0,0,0,0,0,1,0.00458248472505085,0.0562387548786993,0.00458248472505085,0.0386494691644136,1,0.00458248472505085,0.0562387548786993,0.00448248472505085,0.0382494691644136
9/23/2004 12:00:00 AM,GOOG,118.84,122.63,117.02,120.82,4272100,120.82,0.0206115897955736,,7.24295657863556,-2.46966819019859,1.69695895130099,0,0,0,0,0,0,0,0,0,0,1,0.0206115897955736,0.0768503446742728,0.0206115897955736,0.0592610589599871,1,0.0206115897955736,0.0768503446742728,0.0205115897955736,0.0587610589599872
9/24/2004 12:00:00 AM,GOOG,120.94,124.1,119.76,119.83,4566300,119.83,-0.0081940076146333,,7.66733707976485,-2.47669471574444,1.39618225840781,0,0,0,0,0,0,0,0,0,0,1,-0.0081940076146333,0.0686563370596396,-0.0081940076146333,0.0510670513453538,1,-0.0081940076146333,0.0686563370596396,-0.0082940076146333,0.0504670513453539
9/27/2004 12:00:00 AM,GOOG,119.56,120.88,117.8,118.26,3536600,118.26,-0.0131018943503296,,7.89482873718448,-2.48783779161009,1.08039075753806,0,0,0,0,0,0,0,0,0,0,1,-0.0131018943503296,0.05555444270931,-0.0131018943503296,0.0379651569950243,1,-0.0131018943503296,0.05555444270931,-0.0132018943503296,0.0372651569950243
9/28/2004 12:00:00 AM,GOOG,121.3,127.4,120.21,126.86,8473000,126.86,0.0727211229494334,,8.54454464309799,-2.42679928686832,1.85931499729866,0,0,0,0,0,0,0,0,0,0,1,0.0727211229494334,0.128275565658743,0.0727211229494334,0.110686279944458,1,0.0727211229494334,0.128275565658743,0.0726211229494334,0.109886279944458
9/29/2004 12:00:00 AM,GOOG,126.7,135.02,126.23,131.08,15273500,131.08,0.0332650165536813,,9.39272466214929,-2.39684783454155,1.98786834189256,0,0,0,0,0,0,0,0,0,0,1,0.0332650165536813,0.161540582212425,0.0332650165536813,0.143951296498139,1,0.0332650165536813,0.161540582212425,0.0331650165536813,0.143051296498139
9/30/2004 12:00:00 AM,GOOG,129.9,132.3,129,129.6,6885900,129.6,-0.0112908147696065,,9.68147900836819,-2.40735213535757,1.62413201396284,0,0,0,0,0,0,0,0,0,0,1,-0.0112908147696065,0.150249767442818,-0.0112908147696065,0.132660481728533,1,-0.0112908147696065,0.150249767442818,-0.0113908147696065,0.131660481728533
10/1/2004 12:00:00 AM,GOOG,130.8,134.24,128.9,132.58,7570000,132.58,0.022993827160494,,10.0774477110239,-2.3862015837145,1.70186941096591,0,0,0,0,0,0,0,0,0,0,1,0.022993827160494,0.173243594603312,0.022993827160494,0.155654308889027,1,0.022993827160494,0.173243594603312,0.022893827160494,0.154554308889026
10/4/2004 12:00:00 AM,GOOG,135.25,136.87,134.03,135.06,6517900,135.06,0.0187056871322974,,10.3000115482817,-2.36859978234711,1.73572620925677,0,0,0,0,0,0,0,0,0,0,1,0.0187056871322974,0.19194928173561,0.0187056871322974,0.174359996021324,1,0.0187056871322974,0.19194928173561,0.0186056871322974,0.173159996021324
10/5/2004 12:00:00 AM,GOOG,134.66,138.53,132.24,138.37,7494100,138.37,0.0245076262401896,,10.6463442082247,-2.34510705552208,1.8173844111721,0,0,0,0,0,0,0,0,0,0,1,0.0245076262401896,0.216456907975799,0.0245076262401896,0.198867622261513,1,0.0245076262401896,0.216456907975799,0.0244076262401896,0.197567622261513
10/6/2004 12:00:00 AM,GOOG,137.55,138.45,136,137.08,6697400,137.08,-0.00932283009322824,,10.611728107196,-2.35426283123334,1.53787392921739,0,0,0,0,0,0,0,0,0,0,1,-0.00932283009322824,0.207134077882571,-0.00932283009322824,0.189544792168285,1,-0.00932283009322824,0.207134077882571,-0.00942283009322824,0.188144792168285
10/7/2004 12:00:00 AM,GOOG,136.92,139.88,136.55,138.85,7064600,138.85,0.0129121680770352,,10.4115754786376,-2.34170025525742,1.56196341594673,0,0,0,0,0,0,0,0,0,0,1,0.0129121680770352,0.220046245959606,0.0129121680770352,0.20245696024532,1,0.0129121680770352,0.220046245959606,0.0128121680770352,0.20095696024532
10/8/2004 12:00:00 AM,GOOG,138.72,139.68,137.02,137.73,5540300,137.73,-0.0080662585523947,,10.1010764798922,-2.34964945587495,1.33871870259756,0,0,0,0,0,0,0,0,0,0,1,-0.0080662585523947,0.211979987407211,-0.0080662585523947,0.194390701692926,1,-0.0080662585523947,0.211979987407211,-0.0081662585523947,0.192790701692926
10/11/2004 12:00:00 AM,GOOG,137,138.86,133.85,135.26,5241300,135.26,-0.0179336382777899,,9.57818105740444,-2.36718028223683,1.0090120391417,0,0,0,0,0,0,0,0,0,0,1,-0.0179336382777899,0.194046349129422,-0.0179336382777899,0.176457063415136,1,-0.0179336382777899,0.194046349129422,-0.0180336382777899,0.174757063415136
10/12/2004 12:00:00 AM,GOOG,134.44,137.61,133.4,137.4,5838600,137.4,0.0158213810439155,,9.31864057173917,-2.3519916310569,1.12773960097473,0,0,0,0,0,0,0,0,0,0,1,0.0158213810439155,0.209867730173337,0.0158213810439155,0.192278444459051,1,0.0158213810439155,0.209867730173337,0.0157213810439155,0.190478444459051
10/13/2004 12:00:00 AM,GOOG,143.32,143.55,140.08,140.9,9893000,140.9,0.0254730713245997,,9.12675038727251,-2.32715037912712,1.37661264599949,0,0,0,0,0,0,0,0,0,0,1,0.0254730713245997,0.235340801497937,0.0254730713245997,0.217751515783651,1,0.0254730713245997,0.235340801497937,0.0253730713245997,0.215851515783651
10/14/2004 12:00:00 AM,GOOG,141.01,142.38,138.56,142,5226300,142,0.00780695528743786,,8.9551301821329,-2.31934312852061,1.36932682725996,0,0,0,0,0,0,0,0,0,0,1,0.00780695528743786,0.243147756785375,0.00780695528743786,0.225558471071089,1,0.00780695528743786,0.243147756785375,0.00770695528743786,0.223558471071089
10/15/2004 12:00:00 AM,GOOG,144.93,145.5,141.95,144.11,6604000,144.11,0.0148591549295776,,9.01702791214606,-2.30436740235722,1.44631913387259,0,0,0,0,0,0,0,0,0,0,1,0.0148591549295776,0.258006911714952,0.0148591549295776,0.240417626000667,1,0.0148591549295776,0.258006911714952,0.0147591549295776,0.238317626000666
10/18/2004 12:00:00 AM,GOOG,143.2,149.2,141.21,149.16,7025200,149.16,0.0350426757338143,,9.43297813942913,-2.26852502457282,1.75994259231949,0,0,0,0,0,0,0,0,0,0,1,0.0350426757338143,0.293049587448767,0.0350426757338143,0.275460301734481,1,0.0350426757338143,0.293049587448767,0.0349426757338143,0.273260301734481
10/19/2004 12:00:00 AM,GOOG,150.5,152.4,147.35,147.94,9064000,147.94,-0.00817913649772056,,9.36200679960174,-2.27718397524548,1.48221426207363,0,0,0,0,0,0,0,0,0,0,1,-0.00817913649772056,0.284870450951046,-0.00817913649772056,0.26728116523676,1,-0.00817913649772056,0.284870450951046,-0.00827913649772056,0.26498116523676
10/20/2004 12:00:00 AM,GOOG,148.03,148.99,139.6,140.49,11372700,140.49,-0.050358253345951,,8.6941643465149,-2.33006035435318,0.612019716665806,0,0,0,0,0,0,0,0,0,0,0,0,0.284870450951046,-0.050358253345951,0.216922911890809,1,-0.050358253345951,0.234512197605095,-0.050458253345951,0.214522911890809
10/21/2004 12:00:00 AM,GOOG,144.4,150.13,141.62,149.38,14589500,149.38,0.0632785251619331,,8.55771864582219,-2.26696357445151,1.49373922292252,0,0,0,0,0,0,0,0,0,0,1,0.0632785251619331,0.348148976112979,0,0.216922911890809,1,0.0632785251619331,0.297790722767028,0.0631785251619331,0.277701437052742
10/22/2004 12:00:00 AM,GOOG,170.54,180.17,164.08,172.43,36891900,172.43,0.15430445842817,,10.8966195144231,-2.10336618674248,3.04709180274228,0,0,0,0,0,0,0,0,0,0,1,0.15430445842817,0.502453434541149,0.15430445842817,0.371227370318979,1,0.15430445842817,0.452095181195198,0.15420445842817,0.431905895480912
10/25/2004 12:00:00 AM,GOOG,176.4,194.43,172.55,187.4,32764200,187.4,0.0868178391231224,,14.3233263557994,-1.9971166034885,3.1219005201187,0,0,0,0,0,0,0,0,0,0,1,0.0868178391231224,0.589271273664271,0.0868178391231224,0.458045209442102,1,0.0868178391231224,0.53891302031832,0.0867178391231224,0.518623734604035
10/26/2004 12:00:00 AM,GOOG,186.34,192.64,180,181.8,22307100,181.8,-0.0298826040554962,,16.265459334689,-2.03686260657616,2.23596513640637,0,0,0,0,0,0,0,0,0,0,1,-0.0298826040554962,0.559388669608775,-0.0298826040554962,0.428162605386605,1,-0.0298826040554962,0.509030416262824,-0.0299826040554962,0.488641130548538
10/27/2004 12:00:00 AM,GOOG,182.72,189.52,181.77,185.97,13356500,185.97,0.0229372937293729,,18.2288838111388,-2.00726602927696,2.07333045684923,0,0,0,0,0,0,0,0,0,0,1,0.0229372937293729,0.582325963338148,0.0229372937293729,0.451099899115978,1,0.0229372937293729,0.531967709992197,0.0228372937293729,0.511478424277911
10/28/2004 12:00:00 AM,GOOG,186.68,194.39,185.6,193.3,14846800,193.3,0.0394149594020542,,20.2638369814437,-1.95524135023543,2.06967219675155,0,0,0,0,0,0,0,0,0,0,1,0.0394149594020542,0.621740922740202,0.0394149594020542,0.490514858518032,1,0.0394149594020542,0.571382669394251,0.0393149594020542,0.550793383679965
10/29/2004 12:00:00 AM,GOOG,198.89,199.95,190.6,190.64,21162500,190.64,-0.0137609932747027,,21.5497740310536,-1.97412070170207,1.68802234063247,0,0,0,0,0,0,0,0,0,0,1,-0.0137609932747027,0.6079799294655,-0.0137609932747027,0.47675386524333,1,-0.0137609932747027,0.557621676119549,-0.0138609932747027,0.536932390405263
11/1/2004 12:00:00 AM,GOOG,193.55,197.67,191.27,196.03,12224900,196.03,0.0282731850608478,,22.9567803537545,-1.9358651737302,1.68656054565891,0,0,0,0,0,0,0,0,0,0,1,0.0282731850608478,0.636253114526347,0.0282731850608478,0.505027050304177,1,0.0282731850608478,0.585894861180396,0.0281731850608478,0.56510557546611
11/2/2004 12:00:00 AM,GOOG,198.78,199.25,193.34,194.87,11346300,194.87,-0.0059174616130184,,23.9576962911493,-1.94409827436978,1.44976376601082,0,0,0,0,0,0,0,0,0,0,1,-0.0059174616130184,0.630335652913329,-0.0059174616130184,0.499109588691159,1,-0.0059174616130184,0.579977399567378,-0.0060174616130184,0.559088113853092
11/3/2004 12:00:00 AM,GOOG,198.18,201.6,190.75,191.67,13888700,191.67,-0.0164212038795095,,24.2998315512897,-1.96681027613416,1.18533743492026,0,0,0,0,0,0,0,0,0,0,1,-0.0164212038795095,0.613914449033819,-0.0164212038795095,0.48268838481165,1,-0.0164212038795095,0.563556195687868,-0.0165212038795095,0.542566909973582
11/4/2004 12:00:00 AM,GOOG,188.44,190.4,183.35,184.7,14409600,184.7,-0.0363645849637398,,24.0765804312647,-2.0162798549772,0.811618579132813,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,-0.0363645849637398,0.44632379984791,1,-0.0363645849637398,0.527191610724129,-0.0364645849637398,0.506102325009843
11/5/2004 12:00:00 AM,GOOG,181.98,182.3,168.55,169.35,19833100,169.35,-0.0831077422847861,,23.2029671423835,-2.1252264884407,0.112485613757236,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,1,-0.0831077422847861,0.444083868439343,-0.0832077422847861,0.422894582725057
11/8/2004 12:00:00 AM,GOOG,170.93,175.44,169.4,172.55,11191800,172.55,0.0188957779746089,,22.0076715033644,-2.10251448667632,0.179278393872647,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,1,0.0188957779746089,0.462979646413951,0.0187957779746089,0.441690360699666
11/9/2004 12:00:00 AM,GOOG,174.1,175.2,165.27,168.7,11064200,168.7,-0.0223123732251523,,20.7487707879413,-2.12983986379909,-0.070823472629716,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,1,-0.0223123732251523,0.440667273188799,-0.0224123732251523,0.419277987474513
11/10/2004 12:00:00 AM,GOOG,170.67,172.52,166.33,167.86,10644000,167.86,-0.00497925311203305,,19.5905540812537,-2.13580176426223,-0.186697118663932,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,1,-0.00497925311203305,0.435688020076766,-0.00507925311203305,0.41419873436248
11/11/2004 12:00:00 AM,GOOG,169.13,183.75,167.57,183.02,14985500,183.02,0.0903133563684022,,18.4517850441574,-2.0282036559035,0.512226864630247,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,1,0.0903133563684022,0.526001376445168,0.0902133563684022,0.504412090730882
11/12/2004 12:00:00 AM,GOOG,185.23,189.8,177.4,182,16746100,182,-0.0055731614031254,,17.1685198761233,-2.03544310646589,0.38075501249768,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,1,-0.0055731614031254,0.520428215042043,-0.0056731614031254,0.498738929327757
11/15/2004 12:00:00 AM,GOOG,180.45,188.32,178.75,184.87,11901500,184.87,0.0157692307692308,,16.1135560043481,-2.01507327988346,0.472986843992932,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0.0156692307692308,0.514408160096988
11/16/2004 12:00:00 AM,GOOG,177.5,179.47,170.83,172.54,20917400,172.54,-0.0666955157678369,,14.6291181426489,-2.10258546168183,-0.405936977341599,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
11/17/2004 12:00:00 AM,GOOG,169.02,177.5,169,172.5,18132900,172.5,-0.000231830300220193,,11.7150267425622,-2.10286936170389,-0.646946879981462,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
11/18/2004 12:00:00 AM,GOOG,170.29,174.42,165.73,167.54,16629600,167.54,-0.0287536231884058,,9.74923430191748,-2.13807296443867,-1.37928780697734,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
11/19/2004 12:00:00 AM,GOOG,169.1,169.98,166.52,169.4,8769300,169.4,0.0111018264295095,,9.91139985598721,-2.12487161341313,-1.15377244043808,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
11/22/2004 12:00:00 AM,GOOG,164.47,169.5,161.31,165.1,12368200,165.1,-0.0253837072018891,,10.3774296964741,-2.15539086578401,-1.40887487823382,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
11/23/2004 12:00:00 AM,GOOG,167.97,170.83,166.5,167.52,12413300,167.52,0.0146577831617203,,10.7126630798863,-2.1382149144497,-1.07223571901245,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
11/24/2004 12:00:00 AM,GOOG,174.82,177.21,172.51,174.76,15281000,174.76,0.0432187201528175,,10.6220254783708,-2.08682901045779,-0.347014795577894,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
11/26/2004 12:00:00 AM,GOOG,175.8,180.03,175.32,179.39,6480100,179.39,0.0264934767681391,,10.037551848198,-2.05396758290496,0.163336640726227,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
11/29/2004 12:00:00 AM,GOOG,180.36,182.95,177.51,181.05,10666600,181.05,0.00925358158202812,,9.60933093678389,-2.04218573198969,0.393263591904639,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
11/30/2004 12:00:00 AM,GOOG,180.71,183,180.25,181.98,7700000,181.98,0.00513670256835116,,8.62935642840305,-2.03558505647692,0.627103544151721,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/1/2004 12:00:00 AM,GOOG,181.95,182.5,179.55,179.96,7864100,179.96,-0.0111001208924057,,7.54038956134509,-2.04992200759068,0.548645393761595,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/2/2004 12:00:00 AM,GOOG,179.9,181.51,178.55,179.4,6260900,179.4,-0.00311180262280508,,6.62702558904783,-2.05389660789945,0.632334965919772,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/3/2004 12:00:00 AM,GOOG,179.95,181.06,177.6,180.4,5869200,180.4,0.00557413600891862,,6.3675951628456,-2.04679910734808,0.848907611391608,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/6/2004 12:00:00 AM,GOOG,179.13,180.7,176.02,176.29,6254000,176.29,-0.0227827050997783,,6.23145186681411,-2.0759698346142,0.152211718917585,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/7/2004 12:00:00 AM,GOOG,176,176.2,170.55,171.43,6870900,171.43,-0.0275682114697373,,6.26281211009206,-2.11046368729385,-0.615618021461497,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/8/2004 12:00:00 AM,GOOG,170.35,173.68,168.73,169.98,7541800,169.98,-0.0084582628478097,,6.19817925302517,-2.12075506309333,-0.866302793256468,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/9/2004 12:00:00 AM,GOOG,170.25,173.5,168.47,173.43,7654000,173.43,0.020296505471232,,5.9646843124652,-2.09626868619111,-0.368502318791042,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/10/2004 12:00:00 AM,GOOG,173.43,174.88,171.29,171.65,4317200,171.65,-0.0102635068903881,,5.76144487999869,-2.10890223717255,-0.591778637306131,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/13/2004 12:00:00 AM,GOOG,172.17,173.18,169.45,170.45,4818600,170.45,-0.00699096999708719,,5.60590628383653,-2.11741923783419,-0.719241420718261,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/14/2004 12:00:00 AM,GOOG,171,178.82,169.6,178.69,11088400,178.69,0.0483426224699326,,5.15539890743061,-2.05893583329092,0.876168863187191,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/15/2004 12:00:00 AM,GOOG,177.99,180.69,176.66,179.78,11471000,179.78,0.00609994963344341,,5.28720152821887,-2.05119955768993,0.992018172942027,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/16/2004 12:00:00 AM,GOOG,176.95,180.49,175.95,176.47,8572800,176.47,-0.0184113917009679,,5.28129995460648,-2.07469228451496,0.32880162363915,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/17/2004 12:00:00 AM,GOOG,176.76,180.5,176.55,180.08,7386200,180.08,0.0204567348557829,,5.12438183691715,-2.04907030752452,0.920989135899221,0,0,0,0,0,0,0,0,0,0,0,0,0.613914449033819,0,0.44632379984791,0,0,0.520428215042043,0,0.514408160096988
12/20/2004 12:00:00 AM,GOOG,182,188.46,181.87,185.02,9834500,185.02,0.0274322523322967,,5.35333469609562,-2.01400865480076,1.658498955142,0,0,0,0,0,0,0,0,0,0,1,0.0274322523322967,0.641346701366116,0,0.44632379984791,1,0.0274322523322967,0.54786046737434,0,0.514408160096988
12/21/2004 12:00:00 AM,GOOG,186.31,187.88,183.4,183.75,5516300,183.75,-0.00686412279753546,,4.93691294977784,-2.023022480501,1.35226204470556,0,0,0,0,0,0,0,0,0,0,1,-0.00686412279753546,0.634482578568581,-0.00686412279753546,0.439459677050374,1,-0.00686412279753546,0.540996344576804,-0.00696412279753546,0.507444037299452
12/22/2004 12:00:00 AM,GOOG,183.9,186.85,183.01,186.3,3907000,186.3,0.0138775510204082,,4.8084072206917,-2.00492385409501,1.72343972123224,0,0,0,0,0,0,0,0,0,0,1,0.0138775510204082,0.648360129588989,0.0138775510204082,0.453337228070782,1,0.0138775510204082,0.554873895597212,0.0137775510204082,0.521221588319861
12/23/2004 12:00:00 AM,GOOG,187.45,188.6,186,187.9,3614600,187.9,0.00858829844337088,,5.22056964022328,-1.99356785321282,1.7680062974134,0,0,0,0,0,0,0,0,0,0,1,0.00858829844337088,0.65694842803236,0.00858829844337088,0.461925526514153,1,0.00858829844337088,0.563462194040583,0.00848829844337088,0.529709886763232
12/27/2004 12:00:00 AM,GOOG,189.15,193.3,189.1,191.91,6104100,191.91,0.0213411389036721,,6.00339500440769,-1.96510687600183,2.10114443423076,0,0,0,0,0,0,0,0,0,0,1,0.0213411389036721,0.678289566936032,0.0213411389036721,0.483266665417825,1,0.0213411389036721,0.584803332944255,0.0212411389036721,0.550951025666904
12/28/2004 12:00:00 AM,GOOG,192.11,193.55,191.01,192.76,4145800,192.76,0.0044291595018498,,6.71259952391181,-1.95907400053317,1.91855628421208,0,0,0,0,0,0,0,0,0,0,1,0.0044291595018498,0.682718726437882,0.0044291595018498,0.487695824919675,1,0.0044291595018498,0.589232492446105,0.0043291595018498,0.555280185168753
